Vendor ID,Company Name,Vendor Type,GST Number,Contact Person,Email,Phone Number,Address,Bank Account,Payment Terms,Contract Start Date,Annual Contract Value,Service Rating,Last Transaction Date,Primary Location
VEN565757,"Chander, Parmar and Kannan",Service Provider,16MR333357,Eiravati Srinivas,"contact@chander,parmarandkannan.com",9799759359,"35, Kuruvilla Path, Nagpur-295412",947602061206,Net 45,17-08-2023,INR 38665272,3,26-01-2025,Yamunanagar
VEN638740,Mohan-Sahni,Contractor,34CV237839,Shravya Varty,contact@mohan-sahni.com,9685003214,"52, Murthy Circle, Buxar 199451",545242295020,Net 45,17-01-2024,INR 9599103,1,16-06-2024,Thiruvananthapuram
VEN047165,Sodhi Inc,Contractor,25UU508449,Neha Sarkar,contact@sodhiinc.com,9092201435,"H.No. 59, Ramaswamy Circle, Danapur-274826",001171938641,Net 30,10-08-2024,INR 31360030,3,07-08-2024,Rajkot
VEN217920,Pandya-Dugar,Supplier,53EP560133,Balhaar Mishra,contact@pandya-dugar.com,9948458781,"11, Wason Ganj, Guntakal 491772",338708130001,Advance,26-09-2024,INR 22702190,5,10-09-2024,Guna
VEN803693,Pant and Sons,Contractor,13IB902290,Kritika Raja,contact@pantandsons.com,9218733616,"63/998, Kohli Circle, Nellore-110649",425196162181,Advance,26-10-2024,INR 32031449,2,07-11-2024,Faridabad
VEN447241,"Banik, Sura and Mani",Service Provider,07NI877729,Shravya Chokshi,"contact@banik,suraandmani.com",9650248311,"H.No. 42, Kohli Ganj, Nanded 239478",031884963121,Net 45,14-12-2023,INR 14455168,3,17-06-2024,Loni
VEN897249,Dutta-Amble,Service Provider,83PT384551,Chatresh Pai,contact@dutta-amble.com,9776383407,"22, Shetty Nagar, Srikakulam-288814",233132929996,Net 30,10-06-2024,INR 225295,1,12-01-2025,Bhiwandi
VEN403660,"Dalal, Devi and Dhar",Supplier,08MC307554,Unnati Toor,"contact@dalal,devianddhar.com",9446357988,"20, Sarin Road, Vasai-Virar 627883",851638251467,Advance,03-02-2025,INR 15628251,2,18-09-2024,Bathinda
VEN729260,Sanghvi-Kulkarni,Service Provider,69GO640724,Advik Sami,contact@sanghvi-kulkarni.com,9020028639,"H.No. 57, Dani Circle, Morbi-707554",244465683583,Advance,25-03-2023,INR 8314206,2,01-06-2024,Kochi
VEN611638,Roy Ltd,Consultant,92XH878560,Hitesh Lal,contact@royltd.com,9050108949,"71, Garg Road, Salem-809717",998569386899,Advance,19-04-2024,INR 38185999,5,03-07-2024,Bhusawal
VEN786904,Ratta Ltd,Contractor,73RC737435,Yauvani Balay,contact@rattaltd.com,9004491868,"16, Rajan Zila, Nagaon-227888",682710683945,Net 60,03-10-2024,INR 33570958,5,25-10-2024,Motihari
VEN223490,Prashad-Ramachandran,Supplier,32TR485007,Falan Gola,contact@prashad-ramachandran.com,9180350826,"H.No. 72, Bora Street, Kishanganj 115558",690611053340,Net 60,04-10-2023,INR 46526624,2,26-05-2024,Avadi
VEN100913,"Upadhyay, Mohanty and Bakshi",Supplier,86GG220770,Onkar Puri,"contact@upadhyay,mohantyandbakshi.com",9577188682,"74/76, Ravel Path, Kishanganj 240040",715829342442,Net 45,25-06-2024,INR 46759394,4,29-07-2024,Mangalore
VEN463758,Sastry-Bedi,Supplier,01HJ103977,Elijah Sem,contact@sastry-bedi.com,9002764360,"69, Ramesh Ganj, Fatehpur 901727",624502442679,Advance,07-11-2024,INR 12922141,4,06-10-2024,Tiruvottiyur
VEN141282,Vala-Swaminathan,Supplier,63UX107960,Isha Raval,contact@vala-swaminathan.com,9657085991,"07/94, Patla Circle, Sangli-Miraj & Kupwad-867030",259582009971,Net 45,22-04-2023,INR 2604203,1,11-01-2025,Khandwa
VEN629064,Menon-Sachar,Supplier,10QB814308,Ganga Morar,contact@menon-sachar.com,9065892125,"91, Swamy Marg, Udupi-285485",241798731271,Net 45,01-12-2024,INR 8393395,1,26-08-2024,Katni
VEN414733,Krishna Inc,Supplier,04HR165994,Hamsini Kar,contact@krishnainc.com,9731538789,"948, Thakkar Path, Ranchi-935520",117572978476,Net 30,05-10-2023,INR 32907629,4,05-08-2024,Ahmedabad
VEN843913,"Peri, Varma and Warrior",Consultant,18TY886061,Falan Memon,"contact@peri,varmaandwarrior.com",9787236627,"H.No. 768, Sarna Zila, Chandrapur 881837",213349289781,Net 45,04-11-2023,INR 21809997,3,22-10-2024,Unnao
VEN454706,Rai-Rai,Service Provider,11UX294071,Jagat Babu,contact@rai-rai.com,9084905991,"H.No. 65, Puri Marg, Dehradun 245985",107646833516,Advance,06-08-2023,INR 301611,2,29-06-2024,Madanapalle
VEN936417,Bala-Choudhury,Service Provider,97DK682545,Azad Mander,contact@bala-choudhury.com,9402421267,"574, Dara Chowk, Chinsurah-662517",871153417934,Net 30,06-01-2025,INR 30434582,1,11-09-2024,Uluberia
VEN971969,Bhatia-Zachariah,Service Provider,60LP829373,Vasana Hegde,contact@bhatia-zachariah.com,9883918346,"33/50, Guha Path, Gopalpur-881902",931692865339,Net 30,22-06-2023,INR 3429424,3,19-04-2024,Belgaum
VEN248861,"Warrior, Din and Badal",Consultant,16VC760813,Nitesh Kunda,"contact@warrior,dinandbadal.com",9778922031,"277, Ahuja Ganj, Kalyan-Dombivli 990129",048664268470,Advance,08-10-2023,INR 30855417,2,21-08-2024,Darbhanga
VEN682787,Ahluwalia LLC,Service Provider,57FF652629,Anusha Bhalla,contact@ahluwaliallc.com,9925322297,"70/637, Bhakta Zila, Bihar Sharif-361313",077549074617,Net 60,01-02-2025,INR 10154509,5,05-11-2024,Tezpur
VEN120162,Rai Ltd,Service Provider,43OL923177,Amruta Kala,contact@railtd.com,9089826193,"68, Lad Road, Ichalkaranji-216636",609905546442,Advance,08-01-2024,INR 1740476,1,21-08-2024,Durg
VEN488146,Murty-Pandey,Supplier,64MJ053634,Balveer Bala,contact@murty-pandey.com,9104739781,"760, Nagarajan Nagar, Cuttack-982181",828707319444,Net 60,23-11-2023,INR 7280023,3,29-12-2024,Satara
VEN118448,Nigam-Baria,Supplier,28XM283466,Dev Sachar,contact@nigam-baria.com,9270230961,"86/957, Bal Zila, Parbhani 212955",787624681107,Net 60,15-12-2024,INR 15426612,2,02-06-2024,Gudivada
VEN045936,Loke-Thaker,Service Provider,03TE864482,Akshay Singhal,contact@loke-thaker.com,9579474094,"630, Kaur Zila, Satara 048274",307177381860,Net 30,22-05-2023,INR 2120857,1,14-10-2024,Serampore
VEN897166,"Borra, Raju and Saini",Supplier,96UY787284,Nidra Sawhney,"contact@borra,rajuandsaini.com",9590611459,"01/631, Seth Street, Solapur-467803",671890554958,Net 30,04-06-2023,INR 14846657,4,01-11-2024,Medininagar
VEN013944,Sarna PLC,Consultant,11YQ726621,Gaurika Bora,contact@sarnaplc.com,9674501322,"H.No. 33, Palan Chowk, Ulhasnagar 140147",410036382637,Advance,11-09-2023,INR 20456105,5,27-07-2024,Noida
VEN712036,"Lall, Sarna and Karnik",Consultant,76NG648242,Upadhriti Banerjee,"contact@lall,sarnaandkarnik.com",9158446928,"82, Din Zila, Nadiad 356610",727138107306,Advance,07-09-2023,INR 41988636,1,16-09-2024,Kollam
VEN788527,"Bala, Thakur and Mannan",Contractor,03LX574962,Ikbal Gaba,"contact@bala,thakurandmannan.com",9740736006,"96/33, Tata Circle, Bhagalpur 582653",420080977867,Net 60,22-10-2023,INR 3623389,3,04-06-2024,Jabalpur
VEN341973,"Bath, Shanker and Kunda",Contractor,07SP341842,Imaran Sen,"contact@bath,shankerandkunda.com",9505056046,"H.No. 27, Sehgal Zila, Panipat 861811",113750446512,Net 45,12-06-2023,INR 11107527,3,08-02-2025,Tirunelveli
VEN811218,Pal and Sons,Consultant,97FY947211,Gabriel Hayre,contact@palandsons.com,9439823879,"43/12, Sarkar Ganj, Vellore-988233",265380681852,Advance,18-09-2023,INR 48185600,1,12-03-2024,Hapur
VEN597477,Doctor Group,Supplier,37EY416334,Andrew Issac,contact@doctorgroup.com,9105234193,"28, Mital Road, Kanpur-526610",102058518934,Advance,05-09-2024,INR 23842258,1,09-09-2024,Bhilai
VEN385057,Wable-Ramanathan,Consultant,13MX826711,Ayaan More,contact@wable-ramanathan.com,9637727852,"H.No. 81, Gokhale Road, Siliguri-304637",584164264526,Net 45,29-03-2023,INR 31436082,1,25-07-2024,Sikar
VEN869906,Bhardwaj PLC,Consultant,32SR184506,Radha Pau,contact@bhardwajplc.com,9044121630,"942, Suresh Ganj, Bharatpur 200167",473957755325,Net 60,16-07-2023,INR 6059064,1,13-02-2025,Tumkur
VEN417667,Gola-Pandya,Service Provider,99DX451877,Avi Hora,contact@gola-pandya.com,9625586338,"H.No. 81, Toor Marg, Guntur 686528",614901857201,Net 30,16-01-2025,INR 38948635,2,24-01-2025,Mango
VEN424058,Mital-Gandhi,Consultant,13ZL512778,Madhavi Char,contact@mital-gandhi.com,9434655592,"460, Dayal Circle, Srinagar-018212",064320865700,Net 30,07-02-2024,INR 38864665,5,26-06-2024,Guwahati
VEN953020,Ravi LLC,Supplier,56XV689022,Ria Date,contact@ravillc.com,9413630909,"H.No. 98, Ram Path, Avadi-001330",666359007919,Advance,31-03-2024,INR 43444776,4,22-01-2025,Bally
VEN879458,Buch-Pingle,Contractor,93QG601117,Finn Shetty,contact@buch-pingle.com,9995369232,"02/44, Mander Road, Jamalpur-398614",362596824928,Net 60,29-03-2024,INR 16388534,2,16-02-2025,Hajipur
VEN937279,Bawa-Tailor,Consultant,01BI973383,Amruta Ben,contact@bawa-tailor.com,9864071853,"24/712, Kar Ganj, Pune 159009",185106986591,Advance,16-03-2023,INR 9726152,1,21-07-2024,Bidhannagar
VEN762698,"Babu, Kannan and Bahri",Service Provider,22KG211750,Yatan Rao,"contact@babu,kannanandbahri.com",9201560995,"H.No. 007, Baria Circle, Chittoor-708033",525880704612,Net 45,06-07-2023,INR 39064251,1,23-09-2024,Saharanpur
VEN799199,"Tata, Khosla and Gera",Consultant,61LP525194,Arya Dara,"contact@tata,khoslaandgera.com",9185675185,"H.No. 81, Kade Road, North Dumdum 257922",755830629590,Net 30,02-03-2023,INR 48993934,3,07-07-2024,Bhilwara
VEN988951,"Mander, Ahuja and Chaudry",Consultant,25AQ472703,Amaira Nagarajan,"contact@mander,ahujaandchaudry.com",9748394376,"H.No. 11, Thaman Marg, Aizawl-030867",134568935659,Advance,23-10-2024,INR 29934950,4,24-07-2024,Arrah
VEN819256,"Nair, Dugal and Banerjee",Supplier,81OR609972,Balvan Bora,"contact@nair,dugalandbanerjee.com",9992079094,"H.No. 624, Natt Path, Muzaffarpur-598295",836565260660,Net 30,20-08-2023,INR 40654413,4,16-01-2025,Khora 
VEN544930,Mody-Gour,Supplier,14EV466623,Rajeshri Rajagopal,contact@mody-gour.com,9482089337,"H.No. 226, Pathak Circle, Muzaffarpur 819153",222219726729,Net 30,11-12-2023,INR 14697470,2,08-03-2024,Munger
VEN869965,"Guha, Gulati and Sharaf",Supplier,00DS760845,Pranav Borde,"contact@guha,gulatiandsharaf.com",9825613252,"21, Kapadia Ganj, Amritsar 548018",398873451535,Advance,24-05-2024,INR 2135462,4,04-09-2024,Jalgaon
VEN698465,Sant Inc,Supplier,09QG400928,Lohit Sangha,contact@santinc.com,9073513003,"42, Kannan Ganj, Panchkula-445475",837788056964,Net 60,27-09-2024,INR 7931323,4,03-03-2024,Thanjavur
VEN101944,"Chadha, Devi and Shah",Supplier,98UL020978,Leena Mangal,"contact@chadha,deviandshah.com",9868808429,"50/502, Varma Nagar, Navi Mumbai 775709",974892983060,Advance,23-04-2023,INR 49083594,5,02-02-2025,Darbhanga
VEN725766,Keer Group,Supplier,96ZA721718,Imaran Ahuja,contact@keergroup.com,9267641395,"12/58, Sengupta, Hajipur-267964",200105629513,Net 45,03-07-2024,INR 38719331,1,14-07-2024,Raebareli
VEN445158,Sheth-Natarajan,Consultant,51KO160638,Wriddhish Cherian,contact@sheth-natarajan.com,9336897227,"273, Sandal Chowk, Gaya-611763",395037405108,Net 60,21-08-2023,INR 17491918,5,03-02-2025,Fatehpur
VEN225847,Uppal and Sons,Contractor,50BW269341,Sanaya Thakur,contact@uppalandsons.com,9292237716,"H.No. 50, Iyer Circle, Dhule 589560",703023413536,Net 45,29-01-2025,INR 47610563,4,01-06-2024,Kirari Suleman Nagar
VEN986205,Morar Group,Contractor,37VE868642,Reva Dutta,contact@morargroup.com,9526327942,"74/12, Gupta Marg, Loni-067504",949532436835,Net 60,23-12-2024,INR 17699658,2,08-07-2024,Guntur
VEN476255,Behl-Yogi,Supplier,68CZ713103,Aradhana Kurian,contact@behl-yogi.com,9936008029,"41/62, Dugal Zila, Saharanpur 521020",353644825122,Advance,17-04-2023,INR 49113358,4,23-08-2024,Meerut
VEN625884,Setty-Shere,Service Provider,90UR546378,Harsh Agate,contact@setty-shere.com,9705174591,"05/71, Sule Road, Phagwara 901271",888860830929,Net 30,10-03-2024,INR 42361091,1,22-06-2024,Hubli–Dharwad
VEN465190,"Barad, Gaba and Choudhary",Contractor,19KE116501,Bhanumati Sehgal,"contact@barad,gabaandchoudhary.com",9478753133,"72, Chand Path, Raebareli-815558",559027522276,Net 30,03-05-2024,INR 7292373,1,03-01-2025,Mirzapur
VEN230419,Hans and Sons,Service Provider,01GG230669,Aarav Biswas,contact@hansandsons.com,9365419948,"48/795, Rattan Chowk, Uluberia-101839",890004202245,Net 45,22-08-2024,INR 10261833,4,11-12-2024,Kharagpur
VEN412075,"Nazareth, Andra and Soman",Service Provider,34AD510433,Shivani Sinha,"contact@nazareth,andraandsoman.com",9742377014,"H.No. 941, Venkataraman, Siwan-747750",064140115585,Net 60,28-09-2023,INR 32702841,4,23-05-2024,Nizamabad
VEN734740,"Vyas, Kuruvilla and Subramanian",Consultant,03QV880134,Gunbir Grover,"contact@vyas,kuruvillaandsubramanian.com",9480501885,"H.No. 92, Sankar Chowk, Sasaram 475403",010314126863,Advance,17-09-2024,INR 19529227,3,05-08-2024,Mira-Bhayandar
VEN031104,Sehgal PLC,Service Provider,67TJ545467,Zarna Rama,contact@sehgalplc.com,9755557577,"79/133, Yadav Nagar, Sri Ganganagar 564097",952762002680,Advance,21-03-2024,INR 46662963,4,24-03-2024,Vijayawada
VEN878783,Sani PLC,Supplier,37FZ563908,Eshana Narayan,contact@saniplc.com,9216056212,"H.No. 601, Solanki, Korba 835191",774293850397,Net 45,10-03-2024,INR 30723648,4,05-06-2024,Ahmedabad
VEN759441,Sarin-Hora,Consultant,69WT975576,Oviya Khanna,contact@sarin-hora.com,9617541621,"H.No. 93, Manne Chowk, Lucknow 626040",464802829822,Net 45,01-04-2023,INR 6796734,2,27-02-2024,Guna
VEN718175,Jain Inc,Contractor,55RV390183,Qadim Nayar,contact@jaininc.com,9365293902,"H.No. 90, Palla Road, Jodhpur-214238",290281843460,Net 45,02-11-2024,INR 35025743,3,11-11-2024,Bhiwandi
VEN306629,Khare Inc,Supplier,48EO749964,Vrishti Kari,contact@khareinc.com,9806635961,"03/58, Natarajan Circle, Dhanbad 699899",765149967222,Net 60,12-08-2024,INR 22737239,2,13-06-2024,Dehradun
VEN604535,Mitter-Chand,Service Provider,04ZD294401,Tejas Ravi,contact@mitter-chand.com,9901344892,"H.No. 470, Mand Marg, Miryalaguda-731942",998675164133,Net 45,06-03-2024,INR 40477129,1,29-09-2024,Khandwa
VEN309092,Badami-Bhat,Supplier,54PU245859,Onveer Singhal,contact@badami-bhat.com,9526976845,"225, Gandhi Ganj, Bharatpur-816594",003086422311,Net 30,12-11-2024,INR 22804042,3,28-09-2024,Srinagar
VEN636503,"Nanda, Karnik and Trivedi",Contractor,89AG921405,Kamya Kala,"contact@nanda,karnikandtrivedi.com",9384257566,"H.No. 92, Parmer Marg, Phagwara-673174",553890789109,Net 45,01-11-2023,INR 2517709,4,02-02-2025,Bihar Sharif
VEN241679,Jhaveri-Reddy,Consultant,93PD934497,Vritti Amble,contact@jhaveri-reddy.com,9236847442,"33/71, Muni Zila, Kollam-660428",753860115544,Net 30,22-03-2023,INR 23340848,4,19-05-2024,Sambalpur
VEN320648,"Parmar, Krishnan and Biswas",Consultant,84LF339950,Bahadurjit Gade,"contact@parmar,krishnanandbiswas.com",9815734231,"903, Balan Circle, Thrissur-932130",208467294132,Advance,03-06-2024,INR 42485805,2,18-10-2024,Hapur
VEN520008,Jaggi-Chopra,Consultant,86ZB124095,Logan Ghose,contact@jaggi-chopra.com,9628234413,"48/610, Sur Marg, Dindigul-145988",434397333047,Net 30,19-04-2023,INR 44754878,1,15-10-2024,Mau
VEN108041,Sekhon Group,Contractor,63MR051483,Kiaan Saini,contact@sekhongroup.com,9624854174,"366, Chander Nagar, Pune-942450",722871463488,Advance,01-08-2024,INR 37160407,4,08-09-2024,Naihati
VEN279969,"Banik, Khosla and Sehgal",Contractor,04BY715410,Jai Koshy,"contact@banik,khoslaandsehgal.com",9893514941,"810, Trivedi Nagar, Mysore 169100",016035494886,Net 45,19-08-2023,INR 47315053,4,16-01-2025,Muzaffarnagar
VEN659703,Balay Ltd,Consultant,91FN146467,Radha Sheth,contact@balayltd.com,9969537984,"773, Vig Circle, Mumbai-008648",240964276913,Advance,31-01-2024,INR 46567431,3,25-10-2024,Durg
VEN062387,Misra-Kapadia,Service Provider,40RL088712,Vedhika Sachar,contact@misra-kapadia.com,9564649108,"679, Soni Chowk, Kishanganj-331009",355762351286,Net 30,21-03-2024,INR 19326639,2,23-06-2024,Silchar
VEN712098,"Pal, Dhar and Brahmbhatt",Service Provider,87TK605910,Yachana Banerjee,"contact@pal,dharandbrahmbhatt.com",9108773031,"18/23, Lad Chowk, Hubli–Dharwad 722819",148354907033,Net 45,21-05-2024,INR 4994463,2,30-01-2025,Ranchi
VEN775023,Kota-Oak,Supplier,93HC105727,Chanakya Subramanian,contact@kota-oak.com,9587538827,"H.No. 172, Joshi Circle, Belgaum-830818",945243734666,Net 60,21-12-2023,INR 45783452,4,01-11-2024,Dehri
VEN410178,"Mallick, Aurora and Grover",Contractor,07JU559427,Kashish Pingle,"contact@mallick,auroraandgrover.com",9654488347,"H.No. 47, Randhawa Street, Arrah-054896",649799600496,Net 45,13-06-2024,INR 7709454,1,22-10-2024,Ghaziabad
VEN578076,Barad Inc,Service Provider,48WO556352,Maanas Sama,contact@baradinc.com,9187228111,"015, Dube Path, Panchkula-902598",245281093239,Net 45,30-03-2024,INR 35201478,2,12-03-2024,Durg
VEN282546,Shere PLC,Service Provider,65YG526243,Arin Saini,contact@shereplc.com,9293748617,"H.No. 82, Karan Nagar, Jorhat-711521",979097720180,Advance,01-03-2024,INR 21858379,3,07-12-2024,Aizawl
VEN723978,Dalal-Kara,Contractor,72FQ721121,Nachiket Sani,contact@dalal-kara.com,9104472688,"564, Kale Chowk, Dindigul-429380",088884383317,Advance,12-04-2023,INR 37585451,5,30-08-2024,Karimnagar
VEN633389,"Magar, Modi and Varma",Contractor,91HE843676,Neelima Goyal,"contact@magar,modiandvarma.com",9788022898,"491, Desai Ganj, Ghaziabad 543075",310542235472,Advance,29-03-2024,INR 14333970,5,04-02-2025,Baranagar
VEN733072,"Batra, Aurora and Guha",Service Provider,59IU499245,Ekbal Suresh,"contact@batra,auroraandguha.com",9016269150,"23/66, Dada Circle, Mira-Bhayandar 485213",552225807903,Net 30,18-08-2023,INR 29977864,3,18-01-2025,Unnao
VEN688443,"Krish, Kapadia and Sachar",Contractor,04GL706383,Peter Khalsa,"contact@krish,kapadiaandsachar.com",9337821511,"30, Shukla, Satna-326835",499221069038,Net 30,24-06-2023,INR 40084655,2,26-08-2024,Uluberia
VEN421928,Parmer-Saraf,Contractor,60MA676841,Manya Goswami,contact@parmer-saraf.com,9197423034,"92/600, Venkatesh Circle, Ramgarh 391533",129336276090,Net 45,16-11-2024,INR 25094353,1,15-07-2024,Malda
VEN256571,Doshi-Misra,Consultant,06XG841204,Ijaya De,contact@doshi-misra.com,9328432365,"78/009, Chaudhuri Path, Burhanpur-193319",614722046857,Net 30,29-01-2024,INR 47155448,2,24-02-2024,Bally
VEN023161,"Tandon, Behl and Sarin",Contractor,21ZN774611,Samaksh Vasa,"contact@tandon,behlandsarin.com",9673019982,"H.No. 859, Walla Circle, Buxar 779296",695489142055,Net 60,09-06-2023,INR 27105371,5,27-05-2024,Ozhukarai
VEN999574,Bail PLC,Supplier,17NB581712,Luke Goyal,contact@bailplc.com,9401031155,"327, Tailor Ganj, Tenali 892920",941600639373,Net 45,02-11-2023,INR 44641849,2,05-03-2024,North Dumdum
VEN505301,Sehgal LLC,Supplier,45FM818892,Yauvani Krishnan,contact@sehgalllc.com,9595533189,"H.No. 14, Dani Street, Tadepalligudem 586059",898742577138,Net 45,22-11-2024,INR 40468586,3,16-10-2024,Vellore
VEN394774,Shenoy PLC,Service Provider,68JG208537,Sneha Minhas,contact@shenoyplc.com,9937872306,"40/379, Kunda Circle, North Dumdum-266291",155927332352,Net 60,15-06-2024,INR 2423134,1,27-05-2024,Thoothukudi
VEN800065,Swamy and Sons,Contractor,02BF135089,Jeet Bhatt,contact@swamyandsons.com,9521661658,"H.No. 639, Pandey, Sirsa 263005",633841085555,Net 30,20-05-2023,INR 20246570,1,14-07-2024,Hospet
VEN566124,Gaba-Lad,Consultant,11QK582741,Ati Sarin,contact@gaba-lad.com,9954372369,"H.No. 89, Shroff Marg, Bhalswa Jahangir Pur-483234",739774562552,Net 60,26-03-2024,INR 13853454,5,19-03-2024,Loni
VEN772008,"Suri, Keer and Bera",Consultant,46NG906770,Bhavna Saini,"contact@suri,keerandbera.com",9746934907,"416, Rana Marg, Karimnagar 820101",397443093413,Net 30,18-02-2024,INR 40948784,5,10-06-2024,Mysore
VEN728447,"Nori, Peri and Master",Service Provider,28HR231396,Lavanya Vyas,"contact@nori,periandmaster.com",9300181913,"886, Mangal Ganj, Hospet 470800",921922208618,Advance,30-03-2024,INR 12063083,2,10-06-2024,Kanpur
VEN824518,Narang-Ramachandran,Service Provider,69TN298649,Yashasvi Gera,contact@narang-ramachandran.com,9526551358,"14, Tripathi Street, Tadepalligudem 803300",066329062231,Net 45,18-01-2024,INR 24243287,2,24-10-2024,Adoni
VEN134413,Din Group,Service Provider,54LX758412,Gagan Kumer,contact@dingroup.com,9798016612,"25, Chakrabarti Circle, Gopalpur-426288",191234508979,Net 30,07-01-2025,INR 14634929,5,22-02-2024,New Delhi
VEN462412,"Kadakia, Bassi and Nori",Consultant,79DG587520,Ishani Badal,"contact@kadakia,bassiandnori.com",9683748380,"596, Virk Marg, Pimpri-Chinchwad-157581",391663015305,Advance,04-09-2024,INR 17430642,2,21-01-2025,Barasat
VEN678569,Joshi LLC,Supplier,34LA158785,Aarav Venkatesh,contact@joshillc.com,9268326427,"50, Tara Marg, Gangtok-855430",456472069728,Net 30,31-01-2025,INR 29398088,4,26-07-2024,Kirari Suleman Nagar
VEN864035,"Pillay, Majumdar and Iyer",Consultant,54ZO475231,Chandran Nadig,"contact@pillay,majumdarandiyer.com",9854971460,"63, Kashyap Marg, Surendranagar Dudhrej-004996",720943721321,Net 60,07-08-2023,INR 45843798,2,31-05-2024,Jamalpur
VEN250618,Goswami Group,Contractor,17JF008265,Amara Sarraf,contact@goswamigroup.com,9241643775,"00/642, Mall Street, Kozhikode 059838",139637195444,Net 60,08-03-2023,INR 38223124,1,13-04-2024,Medininagar
VEN674456,Vig and Sons,Consultant,33SP298662,Chatresh Sahni,contact@vigandsons.com,9454435773,"45/163, Pai, Jamalpur 651943",326980377105,Net 45,27-09-2024,INR 27314302,2,27-09-2024,Mehsana
VEN770918,"Dugal, Murthy and Sem",Contractor,46YI730553,David Devi,"contact@dugal,murthyandsem.com",9034683551,"H.No. 000, Rajan Circle, Bhind 951202",040362600409,Net 30,15-07-2024,INR 1658019,1,02-10-2024,Mango
VEN836717,Kara-Nazareth,Service Provider,13RW115170,Yashvi Hari,contact@kara-nazareth.com,9493164290,"081, Samra Circle, Jehanabad 053120",740361920220,Net 60,02-11-2024,INR 17943280,4,19-03-2024,Kochi
